work_id,language,title,author,author_id,source_id,cts_work_urn,work_kind,parent_work_id,start_citation,end_citation,word_count,word_count_method,source_metadata_summary,classification_discovery_group_id,classification_discovery_tags,classification_global_popularity_score,classification_global_popularity_tier,classification_group_popularity_score,classification_group_popularity_tier,classification_category,classification_period,classification_date_range,classification_authorship_status,classification_popularity_score,classification_popularity_tier,classification_scope,classification_scope_popularity_score,classification_scope_popularity_tier,classification_confidence,classification_notes,classification_generator_models,classification_generator_run_id
langnet:reader:sanskrit_texts:GRETIL_sa_asaGga-trizatikAyAH-prajJApAramitAyAH-kArikAsaptatiH,san,Triśatikāyāḥ prajñāpāramitāyāḥ kārikāsaptatiḥ,Asaṅga,,GRETIL_sa_asaGga-trizatikAyAH-prajJApAramitAyAH-kArikAsaptatiH,,work,,,,1024,whitespace_tokens,,philosophy,buddhist|buddhist_abhidharma,20,specialist,30,specialist,Philosophy,Classical,,single_attributed,20,specialist,Buddhist Philosophy,30,specialist,high,"Asaṅga's Triśatikāyāḥ Prajñāpāramitāyāḥ Kārikāsaptatiḥ (Seventy Verses on the Three Hundred Perfections of Wisdom) is a short Yogacara verse text summarizing the Prajnaparamita. Its specialized content, of interest to Buddhist philosophical scholars, restricts it to a specialist audience.",openai:deepseek/deepseek-v4-flash,reader-classifier-20260517-004811
langnet:reader:sanskrit_json:corpus_sa_asaGga-zarIrArthagAthA,san,Śarīrārthagāthā,Asaṅga,,corpus_sa_asaGga-zarIrArthagAthA,,work,,,,1403,whitespace_tokens,,philosophy,buddhist|buddhist_abhidharma,20,specialist,35,specialist,Philosophy,Classical,c. 4th–5th century CE,single_attributed,20,specialist,Buddhist Philosophy,35,specialist,high,"The Śarīrārthagāthā by Asaṅga is a Buddhist philosophical work, likely a verse summary of key doctrines from the Yogācāra school. Asaṅga is a foundational figure in Mahāyāna Buddhist philosophy, and this text, though brief, contributes to the understanding of his thought on the nature of reality and consciousness. It is of interest to specialists in Buddhist philosophy and the Yogācāra tradition.",openai:deepseek/deepseek-v4-flash,reader-classifier-20260517-004811
langnet:reader:sanskrit_texts:GRETIL_sa_asaGga-zarIrArthagAthA,san,Śarīrārthagāthā,Asaṅga,,GRETIL_sa_asaGga-zarIrArthagAthA,,work,,,,1573,whitespace_tokens,,philosophy,buddhist,20,specialist,30,specialist,Philosophy,Classical,,single_attributed,20,specialist,Buddhist Philosophy,30,specialist,high,"Śarīrārthagāthā is a short Buddhist philosophical work attributed to Asaṅga, a founder of the Yogācāra school. It deals with the nature of the body and reality.",openai:deepseek/deepseek-v4-flash,reader-classifier-20260517-004811
langnet:reader:sanskrit_json:corpus_sa_asaGga-zrAvakabhUmi-edshukla,san,Śrāvakabhūmi,Asaṅga,,corpus_sa_asaGga-zrAvakabhUmi-edshukla,,work,,,,61605,whitespace_tokens,,philosophy,buddhist|philosophy,80,major,75,major,Philosophy,Classical,,single_attributed,80,major,Buddhist Philosophy,75,major,high,"Asaṅga’s Śrāvakabhūmi is a key text of the Yogācāra school, detailing the stages of the spiritual path for hearers (śrāvaka). It is an essential source for the study of early Buddhist scholasticism and Mahāyāna philosophy.",openai:deepseek/deepseek-v4-flash,reader-classifier-20260517-004811
langnet:reader:sanskrit_texts:GRETIL_sa_asaGga-zrAvakabhUmi-edshukla,san,Śrāvakabhūmi,Asaṅga,,GRETIL_sa_asaGga-zrAvakabhUmi-edshukla,,work,,,,42593,whitespace_tokens,,religion,buddhist|buddhist_abhidharma,30,specialist,45,common,Religious Text,Classical,c. 300–400 CE,single_attributed,30,specialist,Buddhist Scripture,45,common,high,"Asaṅga's Śrāvakabhūmi is a key Yogācāra text, forming part of the larger Yogācārabhūmi Śāstra. It systematically outlines the stages and practices of the śrāvaka (disciple) path towards liberation. It is a foundational work for the study of Yogācāra Buddhist philosophy and meditation theory. Its length (42593 words) is substantial, indicating a comprehensive treatment of the subject.",openai:deepseek/deepseek-v4-flash,reader-classifier-20260517-004811
langnet:reader:sanskrit_json:corpus_sa_avadhUtasiddha-bhagavadbhaktistotra,san,Bhagavadbhaktistotra,Avadhūtasiddha,,corpus_sa_avadhUtasiddha-bhagavadbhaktistotra,,work,,,,1540,whitespace_tokens,,hymn,bhakti|stotra|sahityashastra,25,specialist,35,specialist,Hymn,Early Medieval,c. 7th–9th century CE,single_attributed,25,specialist,Stotra,35,specialist,high,"The Bhagavadbhaktistotra by Avadhūtasiddha is a 1540-word Sanskrit hymn praising devotion to Lord Viṣṇu. Composed in the early medieval period, this stotra blends bhakti sentiment with philosophical elements from the Avadhūta tradition. While central to the devotional corpus of its school, it remains a specialist text outside the broader Sanskrit hymn tradition.",openai:deepseek/deepseek-v4-flash,reader-classifier-20260517-004811
langnet:reader:sanskrit_texts:GRETIL_sa_avadhUtasiddha-bhagavadbhaktistotra,san,Bhagavadbhaktistotra,Avadhūtasiddha,,GRETIL_sa_avadhUtasiddha-bhagavadbhaktistotra,,work,,,,1425,whitespace_tokens,,hymn,bhakti|stotra,15,specialist,20,specialist,Hymn,Early Medieval,,single_attributed,15,specialist,Stotra,20,specialist,high,"Bhagavadbhaktistotra is a Sanskrit hymn of devotion to Krishna, attributed to Avadhūtasiddha. It belongs to the Stotra tradition and is valued in certain bhakti circles.",openai:deepseek/deepseek-v4-flash,reader-classifier-20260517-004811
langnet:reader:sanskrit_dcs:dcs_376,san,Buddhacarita,Aśvaghoṣa,,dcs_376,,work,,,,12357,whitespace_tokens,dcs_scope_hint=Buddhist Scripture; dcs_subject=Buddhist; dcs_time_slot=epic; dcs_author=Aśvaghoṣa; dcs_completed=false,epic,kavya|buddhist,70,major,75,major,Epic,Classical,,single_attributed,70,major,Sanskrit Kavya,75,major,high,Aśvaghoṣa's Buddhacarita is a Sanskrit epic poem narrating the life of the Buddha. It is a masterpiece of Buddhist literature and a key text for the study of classical Sanskrit poetry and Buddhist hagiography.,openai:deepseek/deepseek-v4-flash,reader-classifier-20260517-004811
langnet:reader:sanskrit_json:corpus_sa_azvaghoSa-gurupaJcAzikA,san,Gurupañcāśikā,Aśvaghoṣa,,corpus_sa_azvaghoSa-gurupaJcAzikA,,work,,,,782,whitespace_tokens,,poetry,kavya|buddhist,15,specialist,25,specialist,Poetry,Classical,,single_attributed,15,specialist,Sanskrit Kavya,25,specialist,high,"Aśvaghoṣa's Gurupañcāśikā is a short Buddhist stotra (hymn) in Sanskrit, praised by the poet of the Buddhacarita. Comprising 50 verses, it venerates the teacher (guru) and is a minor work within the kāvya tradition. It is of interest mainly to specialists in Buddhist Sanskrit poetry.",openai:deepseek/deepseek-v4-flash,reader-classifier-20260517-004811
langnet:reader:sanskrit_texts:GRETIL_sa_azvaghoSa-gurupaJcAzikA,san,Gurupañcāśikā,Aśvaghoṣa,,GRETIL_sa_azvaghoSa-gurupaJcAzikA,,work,,,,685,whitespace_tokens,,hymn,buddhist|stotra,15,specialist,20,specialist,Hymn,Classical,,single_attributed,15,specialist,Stotra,20,specialist,high,"Gurupañcāśikā is a short devotional hymn in Sanskrit by the renowned Buddhist poet Aśvaghoṣa, consisting of fifty verses extolling the spiritual teacher. It reflects the early tradition of guru veneration in Buddhism and is an example of stotra literature.",openai:deepseek/deepseek-v4-flash,reader-classifier-20260517-004811
langnet:reader:sanskrit_dcs:dcs_463,san,Saundarānanda,Aśvaghoṣa,,dcs_463,,work,,,,12122,whitespace_tokens,dcs_scope_hint=Sanskrit Kavya; dcs_subject=Kavya; dcs_time_slot=epic; dcs_author=Aśvaghoṣa; dcs_completed=false,poetry,kavya|buddhist,50,common,60,common,Poetry,Classical,c. 1st–2nd century CE,single_attributed,50,common,Sanskrit Kavya,60,common,high,"The Saundarānanda (The Beauty of Nanda) is a celebrated mahākāvya by the great Buddhist poet Aśvaghoṣa, composed in the early centuries CE. With 12,122 words, it tells the story of the Buddha's half-brother Nanda's path from worldly attachment to monastic renunciation, blending high literary style with Buddhist doctrinal exposition. It is a masterpiece of Buddhist literature and a key text for the study of early Indian kāvya.",openai:deepseek/deepseek-v4-flash,reader-classifier-20260517-004811
langnet:reader:sanskrit_json:corpus_sa_azvaghoSa-vajrasUcI,san,Vajrasūcī,Aśvaghoṣa,,corpus_sa_azvaghoSa-vajrasUcI,,work,,,,787,whitespace_tokens,,religion,buddhist|buddhist_sutra,40,common,55,common,Religious Text,Classical,c. 1st–3rd c. CE,single_attributed,40,common,Buddhist Scripture,55,common,high,"A polemical text attributed to Aśvaghoṣa, the Vajrasūcī ('Diamond Needle') is a work that argues against caste distinctions from a Buddhist perspective. It is a relatively short prose work of 787 words. Aśvaghoṣa's authorship is sometimes questioned, but the text remains of interest for the study of Buddhist social thought and Sanskrit religious dialogue.",openai:deepseek/deepseek-v4-flash,reader-classifier-20260517-004811
langnet:reader:sanskrit_texts:GRETIL_sa_azvaghoSa-vajrasUcI,san,Vajrasūcī,Aśvaghoṣa,,GRETIL_sa_azvaghoSa-vajrasUcI,,work,,,,777,whitespace_tokens,,religion,buddhist|buddhist_sutra,35,specialist,55,common,Religious Text,Classical,c. 1st–2nd century CE,single_attributed,35,specialist,Buddhist Scripture,55,common,high,"Vajrasūcī is a short Buddhist polemical text attributed to Aśvaghoṣa (though disputed), critically examining caste hierarchies and advocating spiritual equality. It is of specialist interest in the wider Sanskrit corpus and common within Buddhist scripture studies.",openai:deepseek/deepseek-v4-flash,reader-classifier-20260517-004811
langnet:reader:sanskrit_json:corpus_sa_aSTasAhasrikA-prajJApAramitA,san,Aṣṭasāhasrikā Prajñāpāramitā,Aṣṭasāhasrikā,,corpus_sa_aSTasAhasrikA-prajJApAramitA,,work,,,,94962,whitespace_tokens,,religion,buddhist_sutra|buddhist,75,major,80,major,Buddhist Scripture,Classical,c. 100 BCE–100 CE,traditional,75,major,Buddhist Scripture,80,major,high,"The Aṣṭasāhasrikā Prajñāpāramitā is a foundational Mahāyāna Buddhist sūtra representing the earliest Perfection of Wisdom literature. It is widely studied in both textual and doctrinal contexts, central to Buddhist philosophy and practice. Its importance in the Buddhist tradition makes it a major work within the whole Sanskrit corpus.",openai:deepseek/deepseek-v4-flash,reader-classifier-20260517-004811
langnet:reader:sanskrit_dcs:dcs_442,san,Bhallaṭaśataka,Bhallaṭa,,dcs_442,,work,,,,2096,whitespace_tokens,dcs_scope_hint=Sanskrit Kavya; dcs_subject=Kavya; dcs_time_slot=classical; dcs_author=Bhallaṭa; dcs_completed=false,poetry,kavya,22,specialist,30,specialist,Poetry,Classical,c. 600–800 CE,single_attributed,22,specialist,Sanskrit Kavya,30,specialist,high,"Bhallaṭaśataka is a sataka (century of verses) attributed to Bhallaṭa, a lesser-known classical Sanskrit poet. The work survives as an anthology of single-stanza poems on varied topics—amorous sentiment, nature description, and ethical reflection. Its specialist readership within the kāvya tradition stems from its role as a representative of the subgenre of detached verse collections (kośa, sataka) that preserve the flavor of early medieval courtly poetics. The work's moderate word count and fragmentary transmission history place it among texts of interest primarily to specialists of classical lyric poetry.",openai:deepseek/deepseek-v4-flash,reader-classifier-20260517-004811
langnet:reader:sanskrit_dcs:dcs_356,san,Nāṭyaśāstra,Bharata Muni,,dcs_356,,work,,,,5032,whitespace_tokens,dcs_scope_hint=Sanskrit Drama; dcs_subject=Natyashastra; dcs_time_slot=classical; dcs_author=Bharata; dcs_completed=false,poetics,natya|alamkarashastra,85,major,95,canonical,Drama,Classical,200 BCE–400 CE,single_attributed,85,major,Sanskrit Drama,95,canonical,high,"The Nāṭyaśāstra, attributed to the sage Bharata Muni, is the foundational treatise on Sanskrit dramaturgy and performance. It is a comprehensive encyclopedic work on theater, dance, music, and aesthetics, containing the famous rasa theory. This text is central to the study of Indian aesthetics and is widely cited across disciplines including literary theory, theater history, and musicology.",openai:deepseek/deepseek-v4-flash,reader-classifier-20260517-004811
langnet:reader:sanskrit_dcs:dcs_445,san,Śatakatraya,Bhartṛhari,,dcs_445,,work,,,,6101,whitespace_tokens,dcs_scope_hint=Sanskrit Kavya; dcs_subject=Kavya; dcs_time_slot=classical; dcs_author=Bhartṛhari; dcs_completed=false,poetry,kavya|poetry|didactic,75,major,85,canonical,Poetry,Classical,c. 5th century CE,single_attributed,75,major,Sanskrit Kavya,85,canonical,high,"The Śatakatraya ('Three Centuries') of Bhartṛhari is one of the most celebrated collections of Sanskrit lyric poetry. Comprising three centuries of verses on ethics (nīti), love (śṛṅgāra), and renunciation (vairāgya), it is a masterpiece of classical kāvya literature. Its aphoristic style, philosophical depth, and literary elegance have made it a widely studied and beloved text across the Sanskrit tradition.",openai:deepseek/deepseek-v4-flash,reader-classifier-20260517-004811
langnet:reader:sanskrit_json:corpus_Jaim_S-Bhavatr_ta,san,Jaiminīyaśrautasūtrabhāṣya,Bhavatrāta,,corpus_Jaim_S-Bhavatr_ta,,work,,,,30768,whitespace_tokens,,commentary,bhashya|shrautasutra|kalpa,12,specialist,30,specialist,Commentary,Early Medieval,,single_attributed,12,specialist,Vedic Ritual and Exegesis,30,specialist,high,"Bhavatrāta's Jaiminīyaśrautasūtrabhāṣya is a commentary on the Jaiminīya Śrautasūtra, crucial for understanding the Sāmavedic ritual tradition. Its length and detail make it valuable for specialists in Vedic ritual, but its highly technical content and narrow audience place it in the specialist tier globally.",openai:deepseek/deepseek-v4-flash,reader-classifier-20260517-004811
langnet:reader:sanskrit_texts:Srauta_commentaries_Jaim_S-Bhavatr_ta,san,Jaiminīyaśrautasūtrabhāṣya,Bhavatrāta,,Srauta_commentaries_Jaim_S-Bhavatr_ta,,work,,,,30466,whitespace_tokens,,commentary,vedic|ritual|commentary,25,specialist,30,specialist,Commentary,Early Medieval,c. 1000–1300,single_attributed,25,specialist,Sanskrit Commentary,30,specialist,high,"Bhavatrāta's Jaiminīyaśrautasūtrabhāṣya is a commentary on the Jaiminīya Śrauta Sūtra of the Sāmaveda, explaining the procedures of large-scale Vedic sacrifices. It is a specialized scholarly work that sheds light on the performance of Vedic ritual as interpreted in the commentarial tradition.",openai:deepseek/deepseek-v4-flash,reader-classifier-20260517-004811
langnet:reader:sanskrit_json:corpus_sa_bhaTTi-rAvaNavadha,san,Rāvaṇavadha,Bhaṭṭi,,corpus_sa_bhaTTi-rAvaNavadha,,work,,,,25027,whitespace_tokens,,poetry,kavya|epic|itihasa,50,common,70,major,Poetry,Classical,c. 6th–7th century CE,single_attributed,50,common,Sanskrit Kavya,70,major,high,"The Rāvaṇavadha ('Slaying of Rāvaṇa') by Bhaṭṭi, also known as the Bhaṭṭikāvya, is a celebrated Sanskrit poem that retells the story of the Rāmāyaṇa while simultaneously illustrating the rules of Sanskrit grammar and poetics. It is a unique blend of epic narrative and grammatical instruction, making it a key text for the study of classical kāvya and the Sanskrit grammatical tradition.",openai:deepseek/deepseek-v4-flash,reader-classifier-20260517-004811
langnet:reader:sanskrit_texts:GRETIL_sa_bhaTTi-rAvaNavadha,san,Rāvaṇavadha,Bhaṭṭi,,GRETIL_sa_bhaTTi-rAvaNavadha,,work,,,,23231,whitespace_tokens,,epic,kavya|itihasa|ramayana,50,common,60,common,Epic,Classical,,single_attributed,50,common,Sanskrit Kavya,60,common,high,"The Rāvaṇavadha by Bhaṭṭi is a classical Sanskrit kavya that retells the Ramayana story while also serving as a pedagogical illustration of Sanskrit grammar and figures of speech. It is a commonly studied work, known for its dual didactic and literary purpose.",openai:deepseek/deepseek-v4-flash,reader-classifier-20260517-004811
langnet:reader:sanskrit_json:corpus_sa_pataJjali-yogasUtra-with-bhASya,san,Rājamārtaṇḍa,Bhoja,,corpus_sa_pataJjali-yogasUtra-with-bhASya,,work,,,,16122,whitespace_tokens,,philosophy,yoga|philosophy,75,major,85,canonical,Philosophy,Medieval,,single_attributed,75,major,Sanskrit Philosophy,85,canonical,high,"Bhoja's Rājamārtaṇḍa is a commentary on Patañjali's Yogasūtras. It is one of the earliest and most influential commentaries, elucidating Yoga philosophy and practice. It remains a key text for Yoga studies.",openai:deepseek/deepseek-v4-flash,reader-classifier-20260517-004811
langnet:reader:sanskrit_texts:GRETIL_sa_pataJjali-yogasUtra-with-bhASya,san,Rājamārtaṇḍa,Bhoja,,GRETIL_sa_pataJjali-yogasUtra-with-bhASya,,work,,,,13716,whitespace_tokens,,philosophy,yoga|bhashya,35,specialist,50,common,Philosophy,Early Medieval,ca. 1000-1100 CE,single_attributed,35,specialist,Sanskrit Philosophy,50,common,high,"Bhoja's Rājamārtaṇḍa is a celebrated commentary on Patañjali's Yogasūtras. Named after its royal author, the commentary (ca. 13700 words) presents a theistic interpretation of the Yoga system, integrating Vedāntic themes. It is widely consulted by students and scholars of Yoga philosophy, giving it a solid presence within the specialist community and beyond into comparative religious studies.",openai:deepseek/deepseek-v4-flash,reader-classifier-20260517-004811
